G	Date	Type		Opponent	Conf		Tm	Opp	OT	W	L	Streak	Arena	opponent_bbref_id	team	year
19	Mon, Jan 24, 2005	REG	@	Utah	MWC	L	51	63		12	7	L 1	Jon M. Huntsman Center	ces/mwc	air-force	2005
20	Sat, Jan 29, 2005	REG		San Diego State	MWC	W	62	50		13	7	W 1	Clune Arena 	ces/mwc	air-force	2005
21	Mon, Jan 31, 2005	REG		Nevada-Las Vegas	MWC	W	64	48		14	7	W 2	Clune Arena 	ces/mwc	air-force	2005
22	Sat, Feb 5, 2005	REG	@	Wyoming	MWC	L	63	67	OT	14	8	L 1	Arena-Auditorium	ces/mwc	air-force	2005
23	Mon, Feb 7, 2005	REG	@	Colorado State	MWC	W	59	47		15	8	W 1	Moby Arena	ces/mwc	air-force	2005
24	Mon, Feb 14, 2005	REG	@	New Mexico	MWC	L	52	63		15	9	L 1	The Pit/Bob King Court	ces/mwc	air-force	2005
25	Sat, Feb 19, 2005	REG		Utah (14)	MWC	L	56	65		15	10	L 2	Clune Arena 	ces/mwc	air-force	2005
26	Mon, Feb 21, 2005	REG		Brigham Young	MWC	W	70	39		16	10	W 1	Clune Arena 	ces/mwc	air-force	2005
27	Sat, Feb 26, 2005	REG	@	Nevada-Las Vegas	MWC	L	57	63		16	11	L 1	Thomas & Mack Center	ces/mwc	air-force	2005
28	Mon, Feb 28, 2005	REG	@	San Diego State	MWC	W	77	57		17	11	W 1	Viejas Arena	ces/mwc	air-force	2005
29	Sat, Mar 5, 2005	REG		Wyoming	MWC	W	61	56		18	11	W 2	Clune Arena 	ces/mwc	air-force	2005
30	Thu, Mar 10, 2005	CTOURN	N	San Diego State	MWC	L	68	73		18	12	L 1	The Pepsi Center	ces/mwc	air-force	2005
1	Fri, Nov 19, 2004	REG	@	Drake	MVC	L	88	90		0	1	L 1	Knapp Center	ces/mvc	akron	2005
2	Tue, Nov 23, 2004	REG		Mount Union		W	77	47		1	1	W 1	James A. Rhodes Arena	NA	akron	2005
3	Sat, Nov 27, 2004	REG		Hampton	MEAC	W	80	59		2	1	W 2	James A. Rhodes Arena	ces/meac	akron	2005
4	Wed, Dec 1, 2004	REG	@	Duquesne	A-10	W	77	65		3	1	W 3	A.J. Palumbo Center	ces/atlantic-10	akron	2005
5	Sat, Dec 4, 2004	REG	@	Northern Illinois	MAC	L	58	66		3	2	L 1	Convocation Center	ces/mac	akron	2005
6	Wed, Dec 8, 2004	REG		Cleveland State	Horizon	W	79	75		4	2	W 1	James A. Rhodes Arena	ces/horizon	akron	2005
7	Sat, Dec 11, 2004	REG	@	Wright State	Horizon	W	81	70		5	2	W 2	Ervin J. Nutter Center	ces/horizon	akron	2005
8	Thu, Dec 23, 2004	REG	@	Dayton	A-10	L	66	77		5	3	L 1	University of Dayton Arena	ces/atlantic-10	akron	2005
9	Mon, Dec 27, 2004	REG		Oakland	Mid-Cont	W	81	52		6	3	W 1	James A. Rhodes Arena	ces/mid-continent	akron	2005
10	Sun, Jan 2, 2005	REG		Ohio	MAC	W	71	59		7	3	W 2	James A. Rhodes Arena	ces/mac	akron	2005
11	Thu, Jan 6, 2005	REG	@	Toledo	MAC	L	59	70		7	4	L 1	John F. Savage Hall	ces/mac	akron	2005
12	Sat, Jan 8, 2005	REG	@	Western Michigan	MAC	L	75	84		7	5	L 2	University Arena	ces/mac	akron	2005
13	Wed, Jan 12, 2005	REG		Buffalo	MAC	W	75	59		8	5	W 1	James A. Rhodes Arena	ces/mac	akron	2005
14	Sat, Jan 15, 2005	REG		Eastern Michigan	MAC	W	76	68		9	5	W 2	James A. Rhodes Arena	ces/mac	akron	2005
15	Wed, Jan 19, 2005	REG	@	Marshall	MAC	W	65	55		10	5	W 3	Henderson Center	ces/mac	akron	2005
16	Sat, Jan 22, 2005	REG		Central Michigan	MAC	W	95	56		11	5	W 4	James A. Rhodes Arena	ces/mac	akron	2005
17	Tue, Jan 25, 2005	REG		Ball State	MAC	W	79	64		12	5	W 5	James A. Rhodes Arena	ces/mac	akron	2005
18	Sun, Jan 30, 2005	REG	@	Miami (OH)	MAC	L	63	74		12	6	L 1	Millett Hall	ces/mac	akron	2005
19	Thu, Feb 3, 2005	REG	@	Bowling Green State	MAC	W	71	69		13	6	W 1	Anderson Arena	ces/mac	akron	2005
20	Wed, Feb 9, 2005	REG		Kent State	MAC	L	54	57		13	7	L 1	James A. Rhodes Arena	ces/mac	akron	2005
21	Mon, Feb 14, 2005	REG		Toledo	MAC	W	81	79	OT	14	7	W 1	James A. Rhodes Arena	ces/mac	akron	2005
22	Wed, Feb 16, 2005	REG	@	Ohio	MAC	W	69	49		15	7	W 2	Convocation Center	ces/mac	akron	2005
23	Sat, Feb 19, 2005	REG		Niagara	MAAC	W	74	68		16	7	W 3	James A. Rhodes Arena	ces/maac	akron	2005
24	Wed, Feb 23, 2005	REG		Miami (OH)	MAC	W	55	49	OT	17	7	W 4	James A. Rhodes Arena	ces/mac	akron	2005
25	Sat, Feb 26, 2005	REG	@	Kent State	MAC	L	68	73		17	8	L 1	Memorial Athletic & Convocation Center	ces/mac	akron	2005
26	Wed, Mar 2, 2005	REG		Marshall	MAC	W	71	64		18	8	W 1	James A. Rhodes Arena	ces/mac	akron	2005
27	Sat, Mar 5, 2005	REG	@	Buffalo	MAC	L	56	72		18	9	L 1	Alumni Arena	ces/mac	akron	2005
28	Mon, Mar 7, 2005	CTOURN		Eastern Michigan	MAC	W	78	66		19	9	W 1	James A. Rhodes Arena	ces/mac	akron	2005
29	Thu, Mar 10, 2005	CTOURN	N	Western Michigan	MAC	L	60	66	OT	19	10	L 1	Quicken Loans Arena	ces/mac	akron	2005
1	Fri, Nov 19, 2004	REG		Western Carolina	Southern	W	97	66		1	0	W 1	Coleman Coliseum 	ces/southern	alabama	2005
2	Sun, Nov 21, 2004	REG		North Texas	Sun Belt	W	85	71		2	0	W 2	Coleman Coliseum 	ces/sun-belt	alabama	2005
3	Wed, Nov 24, 2004	REG	@	Alaska-Anchorage		W	90	55		3	0	W 3	Sullivan Arena	NA	alabama	2005
4	Fri, Nov 26, 2004	REG	N	Minnesota	Big Ten	W	78	72		4	0	W 4	Sullivan Arena	ces/big-ten	alabama	2005
5	Sat, Nov 27, 2004	REG	N	Washington (22)	Pac-10	L	76	79		4	1	L 1	Sullivan Arena	ces/pac-10	alabama	2005
6	Wed, Dec 1, 2004	REG		East Tennessee State	Southern	W	114	77		5	1	W 1	Coleman Coliseum 	ces/southern	alabama	2005
7	Sat, Dec 4, 2004	REG	@	Charlotte	CUSA	W	102	101	3OT	6	1	W 2	Dale F. Halton Arena	ces/cusa	alabama	2005
8	Tue, Dec 7, 2004	REG	@	Alabama State	SWAC	W	72	54		7	1	W 3	ASU Acadome	ces/swac	alabama	2005
9	Sat, Dec 11, 2004	REG		Temple	A-10	W	75	71		8	1	W 4	Coleman Coliseum 	ces/atlantic-10	alabama	2005
10	Sat, Dec 18, 2004	REG		Tennessee State	OVC	W	87	79		9	1	W 5	Coleman Coliseum 	ces/ovc	alabama	2005
11	Wed, Dec 22, 2004	REG		Texas A&M-Corpus Christi	Ind	W	76	54		10	1	W 6	Coleman Coliseum 	ces/independent	alabama	2005
12	Wed, Dec 29, 2004	REG	@	Wisconsin	Big Ten	L	62	76		10	2	L 1	Kohl Center	ces/big-ten	alabama	2005
13	Sat, Jan 1, 2005	REG		New Orleans	Sun Belt	W	68	57		11	2	W 1	Coleman Coliseum 	ces/sun-belt	alabama	2005
14	Wed, Jan 5, 2005	REG	@	Vanderbilt	SEC	L	56	70		11	3	L 1	Memorial Gymnasium	ces/sec	alabama	2005
15	Sat, Jan 8, 2005	REG		Louisiana State	SEC	W	73	58		12	3	W 1	Coleman Coliseum 	ces/sec	alabama	2005
16	Tue, Jan 11, 2005	REG	@	Arkansas	SEC	W	64	61		13	3	W 2	Bud Walton Arena	ces/sec	alabama	2005
17	Tue, Jan 18, 2005	REG		Mississippi State (17)	SEC	W	98	49		14	3	W 3	Coleman Coliseum 	ces/sec	alabama	2005
18	Sat, Jan 22, 2005	REG	@	Mississippi	SEC	W	66	58		15	3	W 4	C.M. Tad Smith Coliseum	ces/sec	alabama	2005
19	Wed, Jan 26, 2005	REG	@	Auburn	SEC	W	60	55		16	3	W 5	Beard-Eaves-Memorial	ces/sec	alabama	2005
20	Sun, Jan 30, 2005	REG		Georgia	SEC	W	75	47		17	3	W 6	Coleman Coliseum 	ces/sec	alabama	2005
21	Sat, Feb 5, 2005	REG	@	Florida	SEC	L	54	85		17	4	L 1	Stephen C. O'Connell Center	ces/sec	alabama	2005
22	Wed, Feb 9, 2005	REG	@	Tennessee	SEC	W	72	54		18	4	W 1	Thompson-Boling Arena	ces/sec	alabama	2005
23	Sat, Feb 12, 2005	REG		Mississippi	SEC	W	71	45		19	4	W 2	Coleman Coliseum 	ces/sec	alabama	2005
24	Wed, Feb 16, 2005	REG		Arkansas	SEC	W	72	63		20	4	W 3	Coleman Coliseum 	ces/sec	alabama	2005
25	Sat, Feb 19, 2005	REG		South Carolina	SEC	W	87	68		21	4	W 4	Coleman Coliseum 	ces/sec	alabama	2005
26	Tue, Feb 22, 2005	REG	@	Louisiana State	SEC	L	59	61		21	5	L 1	Maravich Assembly Center	ces/sec	alabama	2005
27	Sat, Feb 26, 2005	REG		Kentucky (5)	SEC	L	71	78		21	6	L 2	Coleman Coliseum 	ces/sec	alabama	2005
28	Wed, Mar 2, 2005	REG		Auburn	SEC	W	94	53		22	6	W 1	Coleman Coliseum 	ces/sec	alabama	2005
29	Sat, Mar 5, 2005	REG	@	Mississippi State	SEC	W	68	63		23	6	W 2	Humphrey Coliseum	ces/sec	alabama	2005
30	Fri, Mar 11, 2005	CTOURN	N	Mississippi	SEC	W	69	52		24	6	W 3	Georgia Dome	ces/sec	alabama	2005
31	Sat, Mar 12, 2005	CTOURN	N	Florida	SEC	L	62	68		24	7	L 1	Georgia Dome	ces/sec	alabama	2005
32	Thu, Mar 17, 2005	NCAA	N	Milwaukee	Horizon	L	73	83		24	8	L 2	Henry J. Goodman Arena	milwaukee	alabama	2005
1	Thu, Nov 11, 2004	REG	N	Birmingham-Southern	Big South	L	69	79		0	1	L 1	Birmingham-Jefferson Civic Center	ces/big-south	alabama-am	2005
2	Fri, Nov 12, 2004	REG	N	Fairfield	MAAC	L	47	62		0	2	L 2	Birmingham-Jefferson Civic Center	ces/maac	alabama-am	2005
3	Sat, Nov 20, 2004	REG		Tuskegee		W	83	58		1	2	W 1	Elmore Health Science Building 	NA	alabama-am	2005
4	Wed, Dec 1, 2004	REG	@	Georgia	SEC	L	54	71		1	3	L 1	Stegeman Coliseum	ces/sec	alabama-am	2005
5	Sat, Dec 4, 2004	REG		Stillman		W	74	66		2	3	W 1	Elmore Health Science Building 	NA	alabama-am	2005
6	Wed, Dec 8, 2004	REG		Stephen F. Austin	Southland	W	68	42		3	3	W 2	Elmore Health Science Building 	ces/southland	alabama-am	2005
7	Sat, Dec 11, 2004	REG	@	Texas A&M	Big 12	L	68	71		3	4	L 1	Reed Arena	ces/big-12	alabama-am	2005
8	Tue, Dec 14, 2004	REG	@	Tennessee State	OVC	L	67	86		3	5	L 2	Gentry Center Complex	ces/ovc	alabama-am	2005
9	Mon, Dec 20, 2004	REG	@	Stephen F. Austin	Southland	L	62	85		3	6	L 3	William Johnson Coliseum	ces/southland	alabama-am	2005
10	Tue, Dec 28, 2004	REG	@	Alabama-Birmingham	CUSA	L	68	100		3	7	L 4	Bartow Arena	ces/cusa	alabama-am	2005
11	Mon, Jan 3, 2005	REG		Grambling	SWAC	L	69	72		3	8	L 5	Elmore Health Science Building 	ces/swac	alabama-am	2005
12	Wed, Jan 5, 2005	REG		Jackson State	SWAC	W	64	60		4	8	W 1	Elmore Health Science Building 	ces/swac	alabama-am	2005
13	Sat, Jan 8, 2005	REG	@	Mississippi Valley State	SWAC	W	63	59		5	8	W 2	Harrison HPER Complex	ces/swac	alabama-am	2005
14	Mon, Jan 10, 2005	REG	@	Arkansas-Pine Bluff	SWAC	L	60	62		5	9	L 1	K.L. Johnson HPER Complex	ces/swac	alabama-am	2005
15	Sat, Jan 15, 2005	REG		Alabama State	SWAC	W	59	52		6	9	W 1	Elmore Health Science Building 	ces/swac	alabama-am	2005
16	Sat, Jan 22, 2005	REG		Alcorn State	SWAC	W	78	53		7	9	W 2	Elmore Health Science Building 	ces/swac	alabama-am	2005
17	Mon, Jan 24, 2005	REG		Southern	SWAC	W	66	59		8	9	W 3	Elmore Health Science Building 	ces/swac	alabama-am	2005
18	Sat, Jan 29, 2005	REG	@	Texas Southern	SWAC	W	78	76	OT	9	9	W 4	Health & Physical Education Arena	ces/swac	alabama-am	2005
19	Mon, Jan 31, 2005	REG	@	Prairie View	SWAC	W	67	50		10	9	W 5	William J. Nicks Building	ces/swac	alabama-am	2005
20	Sat, Feb 5, 2005	REG		Mississippi Valley State	SWAC	W	81	76		11	9	W 6	Elmore Health Science Building 	ces/swac	alabama-am	2005
21	Mon, Feb 7, 2005	REG		Arkansas-Pine Bluff	SWAC	L	74	75		11	10	L 1	Elmore Health Science Building 	ces/swac	alabama-am	2005
22	Sat, Feb 12, 2005	REG	@	Alabama State	SWAC	W	96	93	OT	12	10	W 1	ASU Acadome	ces/swac	alabama-am	2005
23	Sat, Feb 19, 2005	REG	@	Alcorn State	SWAC	W	77	63		13	10	W 2	Davey L. Whitney Complex	ces/swac	alabama-am	2005
24	Mon, Feb 21, 2005	REG	@	Southern	SWAC	W	80	77		14	10	W 3	F. G. Clark Activity Center	ces/swac	alabama-am	2005
25	Sat, Feb 26, 2005	REG		Texas Southern	SWAC	L	75	82		14	11	L 1	Elmore Health Science Building 	ces/swac	alabama-am	2005
26	Mon, Feb 28, 2005	REG		Prairie View	SWAC	W	71	53		15	11	W 1	Elmore Health Science Building 	ces/swac	alabama-am	2005
27	Thu, Mar 3, 2005	REG	@	Grambling	SWAC	L	69	80		15	12	L 1	Tiger Memorial Gym	ces/swac	alabama-am	2005
28	Sat, Mar 5, 2005	REG	@	Jackson State	SWAC	L	63	67		15	13	L 2	Lee E. Williams Athletics and Assembly Center	ces/swac	alabama-am	2005
29	Thu, Mar 10, 2005	CTOURN	N	Arkansas-Pine Bluff	SWAC	W	64	52		16	13	W 1	Birmingham-Jefferson Civic Center	ces/swac	alabama-am	2005
30	Fri, Mar 11, 2005	CTOURN	N	Jackson State	SWAC	W	74	56		17	13	W 2	Birmingham-Jefferson Civic Center	ces/swac	alabama-am	2005
31	Sun, Mar 13, 2005	CTOURN	N	Alabama State	SWAC	W	72	53		18	13	W 3	Birmingham-Jefferson Civic Center	ces/swac	alabama-am	2005
32	Tue, Mar 15, 2005	NCAA	N	Oakland	Mid-Cont	L	69	79		18	14	L 1	University of Dayton Arena	oakland	alabama-am	2005
1	Sat, Nov 27, 2004	REG		Virginia Commonwealth	CAA	W	79	55		1	0	W 1	Bartow Arena	ces/colonial	alabama-birmingham	2005
2	Mon, Nov 29, 2004	REG		Louisiana Tech	WAC	W	66	54		2	0	W 2	Bartow Arena	ces/wac	alabama-birmingham	2005
3	Thu, Dec 2, 2004	REG		Nebraska	Big 12	W	80	66		3	0	W 3	Bartow Arena	ces/big-12	alabama-birmingham	2005
4	Sat, Dec 4, 2004	REG	@	Marshall	MAC	W	81	78		4	0	W 4	Henderson Center	ces/mac	alabama-birmingham	2005
5	Fri, Dec 10, 2004	REG	@	Oklahoma State (5)	Big 12	L	73	86		4	1	L 1	Gallagher-Iba Arena	ces/big-12	alabama-birmingham	2005
6	Wed, Dec 15, 2004	REG		Belmont	A-Sun	W	107	76		5	1	W 1	Bartow Arena	ces/atlantic-sun	alabama-birmingham	2005
7	Fri, Dec 17, 2004	REG	@	Richmond	A-10	L	81	96		5	2	L 1	Robins Center	ces/atlantic-10	alabama-birmingham	2005
8	Tue, Dec 21, 2004	REG	N	Clemson	ACC	W	78	66		6	2	W 1	Stan Sheriff Center	ces/acc	alabama-birmingham	2005
9	Wed, Dec 22, 2004	REG	N	Southern California	Pac-10	L	78	81		6	3	L 1	Stan Sheriff Center	ces/pac-10	alabama-birmingham	2005
10	Thu, Dec 23, 2004	REG	N	Oral Roberts	Mid-Cont	W	84	77		7	3	W 1	Stan Sheriff Center	ces/mid-continent	alabama-birmingham	2005
11	Tue, Dec 28, 2004	REG		Alabama A&M	SWAC	W	100	68		8	3	W 2	Bartow Arena	ces/swac	alabama-birmingham	2005
12	Fri, Dec 31, 2004	REG	@	South Alabama	Sun Belt	W	82	76		9	3	W 3	Mitchell Center	ces/sun-belt	alabama-birmingham	2005
13	Sun, Jan 2, 2005	REG		Murray State	OVC	W	100	80		10	3	W 4	Bartow Arena	ces/ovc	alabama-birmingham	2005
14	Wed, Jan 5, 2005	REG		Southern Mississippi	CUSA	W	83	75		11	3	W 5	Bartow Arena	ces/cusa	alabama-birmingham	2005
15	Sat, Jan 8, 2005	REG	@	South Florida	CUSA	W	62	61		12	3	W 6	Sun Dome	ces/cusa	alabama-birmingham	2005
16	Wed, Jan 12, 2005	REG		Charlotte	CUSA	L	85	91		12	4	L 1	Bartow Arena	ces/cusa	alabama-birmingham	2005
17	Sat, Jan 15, 2005	REG	@	East Carolina	CUSA	W	76	64		13	4	W 1	Williams Arena at Minges Coliseum	ces/cusa	alabama-birmingham	2005
18	Wed, Jan 19, 2005	REG	@	Tulane	CUSA	L	73	76	OT	13	5	L 1	Avron B. Fogelman Arena	ces/cusa	alabama-birmingham	2005
19	Sat, Jan 22, 2005	REG		Memphis	CUSA	W	73	70		14	5	W 1	Bartow Arena	ces/cusa	alabama-birmingham	2005
20	Sat, Jan 29, 2005	REG		South Florida	CUSA	W	85	71		15	5	W 2	Bartow Arena	ces/cusa	alabama-birmingham	2005
21	Wed, Feb 2, 2005	REG	@	Marquette	CUSA	W	86	63		16	5	W 3	Bradley Center	ces/cusa	alabama-birmingham	2005
22	Sat, Feb 5, 2005	REG		Louisville (9)	CUSA	L	73	77		16	6	L 1	Bartow Arena	ces/cusa	alabama-birmingham	2005
23	Sat, Feb 12, 2005	REG	@	Texas Christian	CUSA	L	65	76		16	7	L 2	Daniel-Meyer Coliseum	ces/cusa	alabama-birmingham	2005
24	Wed, Feb 16, 2005	REG		East Carolina	CUSA	L	64	67		16	8	L 3	Bartow Arena	ces/cusa	alabama-birmingham	2005
25	Sat, Feb 19, 2005	REG	@	Cincinnati (24)	CUSA	L	69	72		16	9	L 4	Fifth Third Arena	ces/cusa	alabama-birmingham	2005
26	Wed, Feb 23, 2005	REG	@	Saint Louis	CUSA	W	64	62		17	9	W 1	Scottrade Center	ces/cusa	alabama-birmingham	2005
27	Sat, Feb 26, 2005	REG		Tulane	CUSA	W	87	58		18	9	W 2	Bartow Arena	ces/cusa	alabama-birmingham	2005
28	Wed, Mar 2, 2005	REG		DePaul	CUSA	W	81	80	OT	19	9	W 3	Bartow Arena	ces/cusa	alabama-birmingham	2005
29	Sat, Mar 5, 2005	REG	@	Houston	CUSA	W	71	66		20	9	W 4	Hofheinz Pavilion	ces/cusa	alabama-birmingham	2005
30	Thu, Mar 10, 2005	CTOURN	N	DePaul	CUSA	W	59	56		21	9	W 5	FedExForum	ces/cusa	alabama-birmingham	2005
31	Fri, Mar 11, 2005	CTOURN	N	Louisville (6)	CUSA	L	67	74		21	10	L 1	FedExForum	ces/cusa	alabama-birmingham	2005
32	Thu, Mar 17, 2005	NCAA	N	Louisiana State	SEC	W	82	68		22	10	W 1		louisiana-state	alabama-birmingham	2005
33	Sat, Mar 19, 2005	NCAA	N	Arizona (9)	Pac-10	L	63	85		22	11	L 1		arizona	alabama-birmingham	2005
1	Fri, Nov 19, 2004	REG	@	Georgia Tech (3)	ACC	L	37	74		0	1	L 1	Alexander Memorial Coliseum	ces/acc	alabama-state	2005
2	Sun, Nov 21, 2004	REG	N	South Carolina State	MEAC	L	47	50		0	2	L 2	Frank L. Forbes Arena	ces/meac	alabama-state	2005
3	Tue, Nov 30, 2004	REG		South Alabama	Sun Belt	W	63	61		1	2	W 1	ASU Acadome	ces/sun-belt	alabama-state	2005
4	Sat, Dec 4, 2004	REG		Birmingham-Southern	Big South	L	63	71		1	3	L 1	ASU Acadome	ces/big-south	alabama-state	2005
5	Tue, Dec 7, 2004	REG		Alabama (18)	SEC	L	54	72		1	4	L 2	ASU Acadome	ces/sec	alabama-state	2005
6	Tue, Dec 14, 2004	REG	@	Tennessee	SEC	L	45	71		1	5	L 3	Thompson-Boling Arena	ces/sec	alabama-state	2005
7	Tue, Dec 21, 2004	REG		Troy	A-Sun	W	61	48		2	5	W 1	ASU Acadome	ces/atlantic-sun	alabama-state	2005
8	Mon, Dec 27, 2004	REG	@	Texas-El Paso	WAC	L	57	89		2	6	L 1	Don Haskins Center	ces/wac	alabama-state	2005
9	Tue, Dec 28, 2004	REG	N	Tulane	CUSA	L	59	71		2	7	L 2	Don Haskins Center	ces/cusa	alabama-state	2005
10	Mon, Jan 3, 2005	REG		Jackson State	SWAC	W	69	68		3	7	W 1	ASU Acadome	ces/swac	alabama-state	2005
11	Wed, Jan 5, 2005	REG		Grambling	SWAC	W	71	66	OT	4	7	W 2	ASU Acadome	ces/swac	alabama-state	2005
12	Sat, Jan 8, 2005	REG	@	Arkansas-Pine Bluff	SWAC	W	52	45		5	7	W 3	K.L. Johnson HPER Complex	ces/swac	alabama-state	2005
13	Mon, Jan 10, 2005	REG	@	Mississippi Valley State	SWAC	L	43	56		5	8	L 1	Harrison HPER Complex	ces/swac	alabama-state	2005
14	Sat, Jan 15, 2005	REG	@	Alabama A&M	SWAC	L	52	59		5	9	L 2	Elmore Health Science Building 	ces/swac	alabama-state	2005
15	Sat, Jan 22, 2005	REG		Southern	SWAC	W	52	51		6	9	W 1	ASU Acadome	ces/swac	alabama-state	2005
16	Mon, Jan 24, 2005	REG		Alcorn State	SWAC	W	69	58		7	9	W 2	ASU Acadome	ces/swac	alabama-state	2005
17	Sat, Jan 29, 2005	REG	@	Prairie View	SWAC	W	59	50		8	9	W 3	William J. Nicks Building	ces/swac	alabama-state	2005
18	Mon, Jan 31, 2005	REG	@	Texas Southern	SWAC	W	66	58		9	9	W 4	Health & Physical Education Arena	ces/swac	alabama-state	2005
19	Sat, Feb 5, 2005	REG		Arkansas-Pine Bluff	SWAC	W	61	58		10	9	W 5	ASU Acadome	ces/swac	alabama-state	2005
20	Mon, Feb 7, 2005	REG		Mississippi Valley State	SWAC	W	56	52		11	9	W 6	ASU Acadome	ces/swac	alabama-state	2005
21	Sat, Feb 12, 2005	REG		Alabama A&M	SWAC	L	93	96	OT	11	10	L 1	ASU Acadome	ces/swac	alabama-state	2005
22	Sat, Feb 19, 2005	REG	@	Southern	SWAC	L	55	56		11	11	L 2	F. G. Clark Activity Center	ces/swac	alabama-state	2005
23	Mon, Feb 21, 2005	REG	@	Alcorn State	SWAC	L	47	51		11	12	L 3	Davey L. Whitney Complex	ces/swac	alabama-state	2005
24	Sat, Feb 26, 2005	REG		Prairie View	SWAC	W	77	60		12	12	W 1	ASU Acadome	ces/swac	alabama-state	2005
25	Mon, Feb 28, 2005	REG		Texas Southern	SWAC	L	54	56		12	13	L 1	ASU Acadome	ces/swac	alabama-state	2005
26	Thu, Mar 3, 2005	REG	@	Jackson State	SWAC	W	58	54		13	13	W 1	Lee E. Williams Athletics and Assembly Center	ces/swac	alabama-state	2005
27	Sat, Mar 5, 2005	REG	@	Grambling	SWAC	L	48	60		13	14	L 1	Tiger Memorial Gym	ces/swac	alabama-state	2005
28	Thu, Mar 10, 2005	CTOURN	N	Prairie View	SWAC	W	64	56		14	14	W 1	Birmingham-Jefferson Civic Center	ces/swac	alabama-state	2005
29	Fri, Mar 11, 2005	CTOURN	N	Southern	SWAC	W	54	50		15	14	W 2	Birmingham-Jefferson Civic Center	ces/swac	alabama-state	2005
30	Sun, Mar 13, 2005	CTOURN	N	Alabama A&M	SWAC	L	53	72		15	15	L 1	Birmingham-Jefferson Civic Center	ces/swac	alabama-state	2005
1	Fri, Nov 19, 2004	REG	@	Sacred Heart	NEC	W	85	67		1	0	W 1	William H. Pitt Center	ces/northeast	albany-ny	2005
2	Tue, Nov 23, 2004	REG	@	Siena	MAAC	W	86	65		2	0	W 2	Times Union Center 	ces/maac	albany-ny	2005
3	Sat, Nov 27, 2004	REG	@	Wagner	NEC	L	65	66		2	1	L 1	Spiro Sports Center	ces/northeast	albany-ny	2005
4	Tue, Nov 30, 2004	REG	@	Lehigh	Patriot	L	61	72		2	2	L 2	Stabler Arena	ces/patriot	albany-ny	2005
5	Mon, Dec 6, 2004	REG	@	Army	Patriot	W	73	46		3	2	W 1	Christl Arena	ces/patriot	albany-ny	2005
6	Wed, Dec 8, 2004	REG		Long Island University	NEC	L	76	80	OT	3	3	L 1	SEFCU Arena	ces/northeast	albany-ny	2005
7	Sat, Dec 18, 2004	REG	@	Hartford	AEC	W	71	59		4	3	W 1	Chase Arena at Reich Family Pavilion	ces/america-east	albany-ny	2005
8	Wed, Dec 22, 2004	REG	@	Villanova	Big East	L	72	86		4	4	L 1	Wells Fargo Center	ces/big-east	albany-ny	2005
